User Query,incident,incident_L2_score,incident_predicted,incident_true,policy,policy_L2_score,policy_predicted,policy_true
"Someone posted fake news about me on social media, damaging my reputation.",'individual arrested for character assassination of a minor an individual arrested for character assassination of a minor by downloading their picture from facebook creating a fake id and posting obscene content leading to defamation ',1.1550579,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.4647774,0,1
"Someone posted fake news about me on social media, damaging my reputation.",'friend from facebook forcefully takes advantage of teenager a 16yearold girl reshma rout was coerced by a group of five young men including padam thapa who she met through facebook seven months ago the men after meeting the teenager in person forced her into a physical relationship with the assistance of others and threatened her with her mobile phone following the incident the victim reported the crime to the police leading to an investigation the incident has led to charges of forced coercion and assault against the accused ',1.1733285,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4871817,0,0
"Someone posted fake news about me on social media, damaging my reputation.",'individuals involved in character assassination of women and girls victims private pictures and videos were shared on social media without consent by individuals leading to harassment and character assassination the suspects have been arrested and presented to the district court for legal proceedings ',1.1916951,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4971185,0,1
"Someone posted fake news about me on social media, damaging my reputation.",'arrest of a person committing cybercrime while abroad the perpetrator hacked the victims facebook account engaged in inappropriate conversations with the victims spouse created a fake account and blackmailed the victim causing mental distress ',1.1935515,0,0,'punishment for facilitating access to pornographic content by minors if a person facilitates provides or fails to prevent access to pornographic content to individuals under the age of 18 heshe shall be punished with imprisonment up to 3 years or a fine up to 500000 nepalese rupees or both ',1.5050735,0,0
"Someone posted fake news about me on social media, damaging my reputation.",'arrest of the accused involved in defaming a womans character through social media the accused befriended a woman on social media misused their conversations and associated materials and began spreading false and defamatory content online causing severe emotional distress to the victim and affecting her personal life the victim filed a complaint with the cyber bureau leading to the investigation and arrest of the accused ',1.1946995,0,0,'punishment for creation and distribution of child pornography if a person creates distributes or possesses child pornography heshe shall be punished with imprisonment up to 15 years and a fine up to 2000000 nepalese rupees this includes all forms of child exploitation material ',1.5147722,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'computer source code theft arrest an individual was arrested for unauthorized access and theft of the source code of neo hris software the suspect attempted to sell the stolen code ',1.2977135,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.3003881,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'lakshmi capital market hack liked on the dark web customer data a hacker group named killsek has leaked sensitive data from lakshmi capital a financial institution in nepal the data was made public on the dark web after the group demanded a ransom of 10000 euros approximately 1 million npr the leaked data includes the source code database ssl certificate and sensitive customer information such as citizenship numbers the data which was kept in a zip file was uploaded to the dark web after the ransom was not paid ',1.3054788,0,0,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.4816382,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'massive data breach hackers steal nearly 10 billion passwords a hacker group has reportedly stolen nearly 10 billion plaintext passwords according to a report by cyber news investigators the database titled rockyou2024txt contains 994 billion stolen passwords the passwords are suspected to have been leaked by a user with the obamacare username the database was shared with cyber news by an employee from the legal firm simmons  simmons ',1.325064,0,0,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.485718,0,1
Someone accessed my cloud storage without permission and leaked my documents.,'aadhaar data breach case this case involved the breach of personal data stored in the aadhaar database compromising the information of millions of individuals ',1.3452488,0,0,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.502876,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',1.3461992,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.5634297,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'the prime ministers offices email hacked and claimed malware spread to government divisions an indian hacker group the sidewinder hacker group has claimed responsibility for hacking the prime ministers office and the office of the council of ministers emails the hacker group is accused of spreading malware to various government divisions according to bhairab technology a nepali cybersecurity company a malicious document was sent to the office of the prime minister when opened the document installed backdoor malware giving hackers control over the systems the report indicates that several key government offices including the ministry of foreign affairs and the national information technology center were targeted ',1.3711283,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.5856566,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'mp gyanendra royal liquor thousandar personal data with general phone number and address mp gyanendra royals post on facebook led to the disclosure of thousands of peoples personal information including names phone numbers and addresses many users shared their details in response to his request raising concerns about cybersecurity ',1.3756936,0,0,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.6210449,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'killsek group leaks data from laxmi capital on dark web the killsek hacker group has leaked data from nepals financial institution laxmi capital now laxmi sunrise capital on the dark web the leak occurred after the group demanded a ransom of 10000 euros approximately 144 million npr which was not paid the leaked data hosted on killseks dark web site includes 494 mb of files in a zipped format ',1.3811934,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.6397628,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',1.3891801,0,0,'punishment for uploading and sharing pornographic content on social media if a person uploads shares or posts pornographic content on social media platforms without consent or in violation of the platforms terms heshe shall be punished with imprisonment up to 5 years or a fine up to 750000 nepalese rupees or both ',1.7123133,0,0
Someone accessed my cloud storage without permission and leaked my documents.,'vietnamese hacker takes control of finance ministers facebook page a vietnamese hacker took control of finance minister prakasharan mahats official facebook page on june 1 the page was restored after a month of control by the hacker with the help of the technical team from the finance ministers office the page had been inaccessible after the loss of the old password and was brought back with assistance from meta no unauthorized posts were made during the period of control ',1.3946915,0,0,'punishment for creation and distribution of child pornography if a person creates distributes or possesses child pornography heshe shall be punished with imprisonment up to 15 years and a fine up to 2000000 nepalese rupees this includes all forms of child exploitation material ',1.7290517,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'defaming womens character via social media an individual used social media to tarnish a womans reputation by creating fake profiles and posting defamatory content the cyber bureau received a complaint and identified the suspect legal action has been initiated under the electronic transaction act 2063 bs further investigation is being carried out with the approval of the respective district court ',0.90156573,1,0,'punishment for publishing offensive material if a person publishes or displays material against morals etiquette hatred or malice on a computer internet and other electronic media the culprit can be punished with a fine of 1 lakh rupees or imprisonment for up to 5 years or both ',1.2643597,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'character assassination of women working abroad accused involved in defaming women working abroad by making false accusations and character assassination through social media and other electronic media ',0.99913853,1,1,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.3497157,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'person arrested for character assassination of a woman a perpetrator harassed a woman on social media by befriending her under a fake identity manipulating her pictures and using abusive and defamatory language causing severe mental distress ',1.0016423,1,1,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.4017204,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'person arrested for character assassination of specific individuals individual arrested for using social media digital platforms and ai technologies to create and spread false defamatory content about specific individuals with the intent to harm their social familial and political character ',1.0370784,1,1,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.4486437,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'blackmail using obscene activities pathibhara mata created a fake facebook account to solicit photos and videos from victims under the pretense of job offers blackmailing them with threats of public exposure ',1.0384717,1,1,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.471403,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'character assassination on social media platforms a rising concern regarding character assassination of women on social media platforms like facebook and youtube with a specific case involving a woman from saptari district legal action will be pursued against those responsible for such acts ',1.0469639,1,1,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.5005361,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'sharing obscene content targeting women via social media a complaint was filed against an individual who shared explicit videos of a woman without her consent the suspect also sent obscene messages and comments through facebook messenger the cyber bureau has identified the individual and initiated legal action under the electronic transaction act 2063 bs the investigation is ongoing with the necessary court approvals ',1.0494947,1,1,'punishment for uploading and sharing pornographic content on social media if a person uploads shares or posts pornographic content on social media platforms without consent or in violation of the platforms terms heshe shall be punished with imprisonment up to 5 years or a fine up to 750000 nepalese rupees or both ',1.5750705,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'arrest of the accused for defaming character by misusing social media the accused misused social media platforms like tiktok and facebook to defame a womans character by spreading false and offensive information including comments and captions along with her photos a complaint was filed leading to an investigation and the arrest of the accused ',1.0639449,1,1,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.622355,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'arrest of an individual involved in character assassination of women an individual engaged in conversations with women on social media platforms created fake accounts used private photosvideos to blackmail and defame them resulting in character assassination ',1.0759465,1,1,'punishment for production of pornographic content without consent if a person produces or records pornographic content involving individuals without their consent heshe shall be punished with imprisonment up to 8 years or a fine up to 1500000 nepalese rupees or both ',1.6227224,0,0
I received vulgar emails defaming my character from an unknown person. How can I take legal action?,'misuse of celebrity female artists names for sending obscene messages making inappropriate comments and misusing photos by creating fake accounts a person was found misusing the name of a celebrity female artist by creating a fake facebook account under the name marriage full videos the account was used to post edited photos and troll videos with inappropriate and socially unacceptable statuses ',1.0767994,1,1,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.6290164,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'fraud case involving otp scams in kathmandu two individuals were arrested in kathmandu for engaging in otp fraud by impersonating employees of banks and wallet companies they deceived victims into sharing their otp codes by pretending to be bank or wallet company employees the fraudulent activity involved accessing victims accounts and spending the stolen money at various locations including shops restaurants and bars they also committed additional online fraud using stolen personal documents ',0.7865795,1,1,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.3251061,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',0.9830818,1,1,'compensation for damages any person convicted under this act may be required to pay compensation for damages caused by their actions ',1.4486368,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'fraud and digital arrest scare two individuals manish kumar mehta and indrajit yadav were arrested for engaging in cyber fraud by impersonating security officers and threatening victims with digital arrest to extort money ',1.0434406,1,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4745109,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'fraudulent activities through social media platforms two individuals used platforms like tiktok facebook and whatsapp to commit fraud by misleading victims with fake messages such as you won a lucky draw for an iphone and demanding money for customs clearance ',1.0771588,1,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.5203996,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',1.1202915,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.5651021,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'scam on whatsapp using names and photos of bank and financial institution ceos a new scam has emerged on whatsapp where fraudsters are using the names and photos of prominent figures from banks and financial institutions to deceive people and extort money the scammers have misused the identities of the governor general of the central bank ceos of siddhartha bank guranas life insurance ime group and nepal clearing house limited they use these names and images to falsely ask for money affected individuals include employees of the mentioned institutions authorities are investigating the origins of the fraud and are filing complaints with the cyber bureau ',1.1424065,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.5972948,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'imtiaz ahmed online fraud case imtiaz ahmed from siraha lahan was arrested for committing online fraud and abusing various social media platforms he deceived victims by pretending to be a foreign bank manager claiming to send valuable items and demanding taxes for the goods he also used fraudulent excuses to request money extracting approximately rs 100000 from various individuals ahmed was involved in operating fraudulent accounts and atm cards and the stolen money was distributed to india ',1.1480622,0,1,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.5978712,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'arrest of the accused for fraud using social media the accused misused social media to deceive a foreign individual claiming to be in distress due to family issues she provided fake identification details and fabricated personal struggles leading the victim to send expensive goods and a sum of 8000 additionally the accused demanded a further npr 30000 from the recipient under false pretenses after the victim filed a complaint a detailed investigation by the nepal police led to the arrest of the accused ',1.1646867,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.6156435,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'arrest of a person for creating fake email and facebook ids to blackmail and harass women a suspect was found creating fake email accounts and facebook ids to harass a woman he used these accounts to threaten her demand npr 70000 and engage in sexual extortion his actions violated the electronic transactions act 2063 2006 section 47 ',1.1658337,0,0,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.6463443,0,0
"Someone impersonated a financial institution and tricked me into giving my OTP, leading to a bank fraud.",'staff arrested for collaborating with online thugs in kyec verification scam three employees of a digital wallet company were arrested for their involvement in verifying kyc know your customer details illegally in collaboration with an online fraud gang the suspects shahil shabha savinkumar kumal and another individual from ramechap were accused of assisting criminals by verifying fake documents for criminal activities the company had filed a complaint against its own staff after discovering their involvement in this fraudulent operation the police are investigating how the digital wallet company was negligent in verifying these details and how the employees facilitated online fraud ',1.1828575,0,1,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.666143,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'cyber bureaus request regarding fake emails impersonating nepal police officials fake emails have been circulated impersonating nepal police cyber bureau and senior officials misleading the public into believing they are receiving official communications ',0.8450178,1,1,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.2182286,0,1
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'fraudulent emails misusing nepal police logo and identity for extortion fraudsters have been sending threatening emails to the public misusing the official logo name and signature of nepal police the emails falsely accuse recipients of engaging in child pornography and other cybercrimes demanding a response within 72 hours to avoid legal action nepal police has issued a warning to the public not to fall for these fake emails ',0.8735273,1,1,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4464188,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'individuals involved in creating fake emails of the cyber bureau using names and ranks of nepal police officials arrested two individuals were arrested for creating fake emails and letters impersonating the cyber bureau misusing the names and ranks of nepal police officials to deceive victims and demand money ',0.92033505,1,1,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.4822944,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'fraud and digital arrest scare two individuals manish kumar mehta and indrajit yadav were arrested for engaging in cyber fraud by impersonating security officers and threatening victims with digital arrest to extort money ',0.92060035,1,1,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.5513257,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'arrest of individuals spreading false information about official information systems some individuals were found illegally tampering with and misrepresenting government digital communication systems after an investigation named hackers hunt two individuals were arrested for violating the electronic transactions act 2063 2006 section 47 ',1.0360932,1,1,'compensation for damages any person convicted under this act may be required to pay compensation for damages caused by their actions ',1.5555447,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'arrest of a person for creating fake email and facebook ids to blackmail and harass women a suspect was found creating fake email accounts and facebook ids to harass a woman he used these accounts to threaten her demand npr 70000 and engage in sexual extortion his actions violated the electronic transactions act 2063 2006 section 47 ',1.0485595,1,0,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.5748035,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'arrest of the accused for fraud using social media the accused misused social media to deceive a foreign individual claiming to be in distress due to family issues she provided fake identification details and fabricated personal struggles leading the victim to send expensive goods and a sum of 8000 additionally the accused demanded a further npr 30000 from the recipient under false pretenses after the victim filed a complaint a detailed investigation by the nepal police led to the arrest of the accused ',1.0970421,1,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.5897782,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',1.1010953,0,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.594774,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'spread of digital aristotle fraud in nepal fake police threatening and looting public a fraudulent online scheme known as digital aristotle has spread to nepal where scammers impersonate highranking police officials and threaten the public with digital arrests they use fake emails and video calls to convince victims to pay money to avoid arrest ',1.1090567,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.6232762,0,0
"I received a fraud email claiming to be from law enforcement, accusing me of cybercrime and demanding a fine.",'scam on whatsapp using names and photos of bank and financial institution ceos a new scam has emerged on whatsapp where fraudsters are using the names and photos of prominent figures from banks and financial institutions to deceive people and extort money the scammers have misused the identities of the governor general of the central bank ceos of siddhartha bank guranas life insurance ime group and nepal clearing house limited they use these names and images to falsely ask for money affected individuals include employees of the mentioned institutions authorities are investigating the origins of the fraud and are filing complaints with the cyber bureau ',1.1589085,0,0,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.6623019,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',0.9927168,1,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.346909,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'mobile ivr scam resulting in loss of millions a woman in bangalore india lost two million rupees about 32 million nepalese rupees after pressing a button in a fake ivr call from a fraudster pretending to be from the state bank of india ',1.0398524,1,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.3546226,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'nepali man loses rs 1 million to online scam after being lured by fake job offer a nepali man who traveled to saudi arabia to work and support his family fell victim to an online scam when he was approached by a woman claiming to work for amazon after engaging in conversation and receiving an enticing offer to earn large sums of money from a parttime job the victim amati ended up sending rs 1 million to the scammers the woman initially reaching out through whatsapp convinced amati to participate in the scam promising significant earnings this case highlights the growing trend of online fraud targeting individuals seeking opportunities abroad ',1.0402753,1,1,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.3929229,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'online fraud offering money for pregnant women deceives victims mangesh kumar a man from bihar became a victim of a strange online scam the fraudsters claimed that money could be earned by making women pregnant and promised large sums of money in exchange for this task the scammers used convincing tactics such as fake government documents and fake court papers to lure victims into paying fees for services like hotel bookings and pregnancy verification mangesh lost his entire monthly salary of rs 1000000 and was pushed to make further payments under threats of legal action other victims of this widespread fraud have come forward but many are too ashamed to file complaints the fraudsters have been active for over a year targeting vulnerable individuals ',1.0408554,1,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.4429874,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'kaskis susan poudel arrested for cheating over 2 million on cheap laptops susan poudel a 22yearold resident of fishwarm village kaski was arrested by the kathmandu valley crime investigation office on charges of online fraud poudel along with others deceived victims into believing they were purchasing laptops at a low price online the victims transferred money for the laptops but never received the goods resulting in a total loss of over 2 million rupees the accused is being investigated for his involvement in the scam and further actions are being taken by the district police complex ',1.0610627,1,0,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4709988,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'imtiaz ahmed online fraud case imtiaz ahmed from siraha lahan was arrested for committing online fraud and abusing various social media platforms he deceived victims by pretending to be a foreign bank manager claiming to send valuable items and demanding taxes for the goods he also used fraudulent excuses to request money extracting approximately rs 100000 from various individuals ahmed was involved in operating fraudulent accounts and atm cards and the stolen money was distributed to india ',1.0716901,1,0,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.4892877,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'misusing the name of nepali it company for online scamming and fraud scammers have misused the name of sd tech a nepali it company to defraud people of millions online the fraudsters used whatsapp messages to promise people a daily income of up to 2000 npr luring them to invest money in a fake scheme ',1.0812051,1,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4960445,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'online fraud amounting to rs 10 million in the first six months of the fiscal year in the first six months of the fiscal year online fraud cases in nepal have led to a loss of approximately rs 10 million according to nepal police there have been numerous complaints regarding online fraud with a significant number related to parcels mobile and laptop purchases and investment schemes fraudulent activities include the use of fake otp codes hacked facebook ids and scams related to job advertisements and lottery schemes the police have investigated multiple cases with some fraudsters arrested and prosecuted while others are under further investigation ',1.0993525,1,0,'compensation for damages any person convicted under this act may be required to pay compensation for damages caused by their actions ',1.503464,0,0
"My sister ordered a chair online, they demanded an advance payment of Rs2000 which my sister paid through online mobile banking, now they are not picking up the phone or has delivered the items.",'arrest of the accused for fraud using social media the accused misused social media to deceive a foreign individual claiming to be in distress due to family issues she provided fake identification details and fabricated personal struggles leading the victim to send expensive goods and a sum of 8000 additionally the accused demanded a further npr 30000 from the recipient under false pretenses after the victim filed a complaint a detailed investigation by the nepal police led to the arrest of the accused ',1.1017363,0,0,'punishment for publishing offensive material if a person publishes or displays material against morals etiquette hatred or malice on a computer internet and other electronic media the culprit can be punished with a fine of 1 lakh rupees or imprisonment for up to 5 years or both ',1.5054214,0,0
